公司,航班号,起飞机场,到达机场,起飞时间,到达时间,机型,价格,最大折扣,满载,当前人数,起始城市,到达城市
中国南方航空(集团)公司,CZ3677,宝安国际机场,长春龙嘉国际机场,18:10,22:50,319,2694,0.2,210,202,深圳,长春
中国国际航空公司,CA4672,新白云国际机场,临沂机场,20:50,23:00,738,2200,0,180,174,广州,临沂
中国南方航空(集团)公司,CZ3182,禄口国际机场,首都国际机场,22:05,23:50,333,3007,0.1,160,151,南京,北京
中国南方航空(集团)公司,CZ6336,太平机场,新郑机场,14:20,16:50,733,3183,0.1,110,104,哈尔滨,郑州
海航集团祥鹏航空公司,8L9983,巫家坝国际机场,禄口国际机场,15:50,18:20,JET,2969,0.22,200,196,昆明,南京
中国南方航空(集团)公司,CZ3506,长乐机场,新白云国际机场,10:20,11:45,JET,2398,0.5,230,220,福州,广州
中国国际航空公司,CA4972,禄口国际机场,遥墙机场,13:00,14:00,CR2,1932,0.2,220,216,南京,济南
中国南方航空(集团)公司,CZ3757,萧山国际机场,黄花机场,20:50,21:55,738,1880,0.5,200,196,杭州,长沙
上海航空公司,FM5204,白莲机场,虹桥国际机场,11:05,13:05,737,2747,0.29,130,123,柳州,上海
中国国际航空公司,CA946,双流国际机场,首都国际机场,9:40,12:05,757,2467,0.42,140,131,成都,北京
中国南方航空(集团)公司,CZ6312,宝安国际机场,桃仙机场,14:25,19:40,321,2580,0.46,110,100,深圳,沈阳
中国南方航空(集团)公司,CZ3529,新白云国际机场,太原武宿机场,12:10,14:40,JET,2784,0.35,230,222,广州,太原
中国南方航空(集团)公司,CZ6652,长春龙嘉国际机场,周水子机场,13:20,14:40,73G,2901,0.4,250,243,长春,大连
中国国际航空公司,CA3144,天河机场,浦东国际机场,11:20,13:10,738,3292,0.1,120,112,武汉,上海
中国南方航空(集团)公司,CZ3489,新白云国际机场,巫家坝国际机场,17:40,20:05,757,2637,0.1,140,133,广州,昆明
中国国际航空公司,CA1332,新郑机场,首都国际机场,9:55,11:10,738,1989,0.01,280,271,郑州,北京
中国南方航空(集团)公司,CZ6476,新郑机场,义乌机场,14:50,16:20,733,2358,0.4,160,151,郑州,义乌
中国南方航空(集团)公司,CZ3340,梅县机场,新白云国际机场,21:40,22:40,ERJ,2830,0.4,140,137,梅县,广州
四川航空股份有限公司,3U8975,江北国际机场,浦东国际机场,17:25,19:20,319,1822,0.4,300,297,重庆,上海
中国南方航空(集团)公司,CZ3303,新白云国际机场,两江国际机场,21:05,22:10,JET,3616,0.4,280,274,广州,桂林
中国南方航空(集团)公司,CZ3382,张家界机场,新白云国际机场,22:20,23:55,319,1252,0.2,100,95,张家界,广州
中国国际航空公司,CA1479,首都国际机场,三灶机场,8:25,11:45,738,3103,0.05,280,274,北京,珠海
中国南方航空(集团)公司,CZ5408,双流国际机场,浦东国际机场,13:10,15:30,JET,3735,0.01,220,211,成都,上海
中国国际航空公司,CA177,首都国际机场,浦东国际机场,15:05,17:15,330,2943,0.22,290,283,北京,上海
四川航空股份有限公司,3U8722,三峡机场,江北国际机场,11:45,12:45,320,1653,0.3,200,197,宜昌,重庆
中国南方航空(集团)公司,CZ6109,桃仙机场,首都国际机场,19:00,20:30,319,3853,0.3,130,126,沈阳,北京
中国南方航空(集团)公司,CZ3696,太原武宿机场,新白云国际机场,18:00,20:35,321,2920,0.1,180,171,太原,广州
中国南方航空(集团)公司,CZ3191,宝安国际机场,首都国际机场,17:30,20:30,333,1724,0.4,250,247,深圳,北京
鹰联航空公司,EU2226,栎社机场,天河机场,11:45,13:10,319,1564,0.4,180,174,宁波,武汉
四川航空股份有限公司,3U9238,丽江机场,双流国际机场,23:00,0:05,319,2006,0,170,165,丽江,成都
中国南方航空(集团)公司,CZ6326,宝安国际机场,栎社机场,13:50,15:45,321,2495,0.2,120,117,深圳,宁波
中国南方航空(集团)公司,CZ3316,临沂机场,永强机场,17:20,18:50,320,1684,0.5,260,257,临沂,温州
中国南方航空(集团)公司,CZ3107,新白云国际机场,首都国际机场,20:00,23:00,332,2951,0.5,290,283,广州,北京
中国国际航空公司,CA1566,萧山国际机场,首都国际机场,20:00,22:00,JET,1497,0.4,220,213,杭州,北京
中国南方航空(集团)公司,CZ6984,凤凰国际机场,地窝堡国际机场,16:45,0:15,73G,3338,0.4,170,166,三亚,乌鲁木齐
中国国际航空公司,CA4981,高崎国际机场,遥墙机场,12:30,14:40,733,1931,0.1,190,180,厦门,济南
中国国际航空公司,CA1543,首都国际机场,骆岗机场,15:10,16:55,JET,2941,0,110,105,北京,合肥
中国南方航空(集团)公司,CZ3345,天河机场,新白云国际机场,13:15,14:40,738,3376,0.39,140,137,武汉,广州
中国南方航空(集团)公司,CZ6963,河东机场,禄口国际机场,13:35,15:55,73G,2802,0.5,230,221,银川,南京
中国南方航空(集团)公司,CZ5166,首都国际机场,萧山国际机场,7:55,9:55,737,2634,0.3,240,237,北京,杭州
中国南方航空(集团)公司,CZ6902,首都国际机场,地窝堡国际机场,15:20,19:10,757,3085,0.3,180,174,北京,乌鲁木齐
东星航空有限公司,8C8206,美兰机场,新郑机场,17:05,20:35,320,2186,0.18,170,165,海口,郑州
中国南方航空(集团)公司,CZ3972,黄花机场,新郑机场,16:10,17:20,738,3606,0.2,100,90,长沙,郑州
中国南方航空(集团)公司,CZ6409,桃仙机场,双流国际机场,8:50,13:40,M90,3501,0.2,120,110,沈阳,成都
中国国际航空公司,CA4752,两江国际机场,新郑机场,12:35,14:20,CR7,3247,0.1,120,110,桂林,郑州
四川航空股份有限公司,3U8875,江北国际机场,白塔机场,11:50,15:10,ERJ,2812,0.42,160,157,重庆,呼和浩特
中国国际航空公司,CA4615,流亭机场,新郑机场,9:10,10:35,733,3526,0.1,140,131,青岛,郑州
中国南方航空(集团)公司,CZ6579,太原武宿机场,江北国际机场,11:00,13:10,319,1987,0.2,190,186,太原,重庆
中国南方航空(集团)公司,CZ6589,天河机场,许家坪机场,10:20,11:10,73G,3086,0.1,240,233,武汉,恩施
中国南方航空(集团)公司,CZ6038,吴圩机场,地窝堡国际机场,18:00,0:15,73G,2207,0.4,190,182,南宁,乌鲁木齐
中国南方航空(集团)公司,CZ3984,流亭机场,张家界机场,15:35,19:20,320,1385,0.1,160,151,青岛,张家界
中国国际航空公司,CA1212,咸阳机场,首都国际机场,21:30,23:20,JET,1849,0.3,280,275,西安,北京
中国南方航空(集团)公司,CZ6133,周水子机场,首都国际机场,15:30,17:05,321,3043,0.1,140,131,大连,北京
中国南方航空(集团)公司,CZ3612,浦东国际机场,新白云国际机场,20:30,23:00,733,3620,0.1,260,257,上海,广州
四川航空股份有限公司,3U8777,双流国际机场,两江国际机场,19:00,20:30,319,3055,0.3,110,104,成都,桂林
中国国际航空公司,CA1635,首都国际机场,桃仙机场,16:25,17:30,JET,1806,0.1,280,272,北京,沈阳
中国国际航空公司,CA4718,滨海国际机场,流亭机场,12:55,13:55,CR7,2025,0,290,284,天津,青岛
中国南方航空(集团)公司,CZ3909,新白云国际机场,黄花机场,9:15,10:20,320,3662,0.3,270,264,广州,长沙
上海航空公司,FM5384,新郑机场,虹桥国际机场,15:25,16:55,M90,2437,0.17,100,95,郑州,上海
中国南方航空(集团)公司,CZ3845,三灶机场,美兰机场,10:50,11:40,73G,2919,0.1,250,240,珠海,海口
中国南方航空(集团)公司,CZ5167,萧山国际机场,首都国际机场,12:15,14:15,320,1594,0.3,200,194,杭州,北京
四川航空股份有限公司,3U8915,双流国际机场,流亭机场,15:40,17:50,319,1234,0.32,250,245,成都,青岛
四川航空股份有限公司,3U8813,双流国际机场,周水子机场,12:00,15:55,319,1877,0.03,130,120,成都,大连
中国南方航空(集团)公司,CZ3335,天河机场,许家坪机场,13:25,14:20,73G,2735,0.1,150,146,武汉,恩施
四川航空股份有限公司,3U8882,首都国际机场,双流国际机场,10:55,13:50,321,3548,0.2,180,170,北京,成都
中国国际航空公司,CA932,首都国际机场,桃仙机场,13:50,15:00,JET,2845,0.1,150,143,北京,沈阳
中国国际航空公司,CA1643,首都国际机场,太平机场,9:55,11:40,738,2656,0.1,280,271,北京,哈尔滨
中国南方航空(集团)公司,CZ6403,桃仙机场,江北国际机场,10:50,14:10,321,2825,0.3,230,227,沈阳,重庆
中国南方航空(集团)公司,CZ6507,桃仙机场,浦东国际机场,12:00,14:05,M90,2075,0.3,130,121,沈阳,上海
中国国际航空公司,CA1541,首都国际机场,栎社机场,13:10,15:10,JET,2978,0.3,170,164,北京,宁波
中国国际航空公司,CA4706,黄花机场,骆岗机场,12:05,13:15,733,3575,0.1,180,171,长沙,合肥
中国南方航空(集团)公司,CZ3743,太平机场,宝安国际机场,10:30,16:15,M90,2815,0,280,273,哈尔滨,深圳
中国南方航空(集团)公司,CZ6321,周水子机场,新白云国际机场,8:55,12:00,319,3678,0,130,121,大连,广州
四川航空股份有限公司,3U8840,太平机场,禄口国际机场,14:10,16:45,320,2523,0.4,220,212,哈尔滨,南京
中国南方航空(集团)公司,CZ5051,巫家坝国际机场,首都国际机场,8:00,10:55,763,2088,0.4,100,96,昆明,北京
中国国际航空公司,CA4965,遥墙机场,新郑机场,7:50,8:45,CR2,1943,0.1,130,121,济南,郑州
上海航空公司,FM2283,南苑机场,双流国际机场,15:55,18:20,738,2636,0,240,230,北京,成都
中国国际航空公司,CA4530,硕放机场,双流国际机场,16:55,19:45,733,2069,0.4,180,171,无锡,成都
海航集团祥鹏航空公司,8L9946,太原武宿机场,巫家坝国际机场,21:20,0:10,JET,2606,0.22,290,282,太原,昆明
中国南方航空(集团)公司,CZ3559,宝安国际机场,禄口国际机场,9:15,11:10,320,1873,0.39,130,120,深圳,南京
海航集团祥鹏航空公司,8L9975,双流国际机场,滨海国际机场,9:45,12:10,737,2653,0.33,300,297,成都,天津
中国南方航空(集团)公司,CZ3610,浦东国际机场,新白云国际机场,20:30,23:00,733,2560,0,250,246,上海,广州
中国国际航空公司,CA1502,虹桥国际机场,首都国际机场,11:50,14:15,772,2366,0.4,120,112,上海,北京
上海航空公司,FM5308,新白云国际机场,虹桥国际机场,19:30,21:35,AB6,2798,0,100,90,广州,上海
中国国际航空公司,CA4695,禄口国际机场,巫家坝国际机场,9:40,12:35,738,1921,0.3,220,215,南京,昆明
中国国际航空公司,CA4767,遥墙机场,长春龙嘉国际机场,10:50,12:40,737,2343,0.2,230,225,济南,长春
中国南方航空(集团)公司,CZ6423,周水子机场,流亭机场,15:00,15:50,319,2297,0.34,190,183,大连,青岛
中国南方航空(集团)公司,CZ3292,新白云国际机场,两江国际机场,12:20,13:20,73G,2556,0,130,124,广州,桂林
四川航空股份有限公司,3U8867,巫家坝国际机场,双流国际机场,7:55,8:55,320,3183,0.1,170,165,昆明,成都
中国南方航空(集团)公司,CZ6212,宝安国际机场,太原武宿机场,8:30,11:10,JET,2861,0.1,120,116,深圳,太原
中国国际航空公司,CA4767,江北国际机场,长春龙嘉国际机场,8:05,12:40,737,2606,0.44,130,124,重庆,长春
四川航空股份有限公司,3U8869,正定国际机场,鄂尔多斯机场,11:40,12:40,ERJ,2768,0.5,160,150,石家庄,鄂尔多斯
四川航空股份有限公司,3U8952,高崎国际机场,黄花机场,18:20,19:40,320,3015,0.5,130,122,厦门,长沙
中国南方航空(集团)公司,CZ6306,骆岗机场,咸阳机场,15:20,17:00,73G,2926,0.1,200,196,合肥,西安
中国南方航空(集团)公司,CZ3639,凤凰国际机场,萧山国际机场,12:00,16:05,320,1900,0.2,280,272,三亚,杭州
中国国际航空公司,CA4123,江北国际机场,高崎国际机场,8:30,10:30,73G,2560,0.4,270,263,重庆,厦门
中国南方航空(集团)公司,CZ3114,首都国际机场,新白云国际机场,21:15,0:20,77A,1390,0.3,130,123,北京,广州
中国南方航空(集团)公司,CZ3997,宝安国际机场,黄花机场,21:00,22:00,320,2667,0.4,210,204,深圳,长沙
中国国际航空公司,CA4796,河东机场,遥墙机场,11:50,13:35,CR2,2440,0.1,140,134,银川,济南
中国南方航空(集团)公司,CZ5001,禄口国际机场,首都国际机场,13:00,14:55,321,2961,0.2,100,95,南京,北京
中国南方航空(集团)公司,CZ5008,首都国际机场,禄口国际机场,12:00,13:50,321,2938,0.1,240,231,北京,南京
中国国际航空公司,CA1664,长春龙嘉国际机场,首都国际机场,14:45,16:35,738,1695,0.4,180,173,长春,北京
中国国际航空公司,CA176,浦东国际机场,首都国际机场,20:30,22:45,330,3633,0.13,290,281,上海,北京
四川航空股份有限公司,3U8880,正定国际机场,新郑机场,14:50,15:40,ERJ,2287,0.2,100,94,石家庄,郑州
中国国际航空公司,CA421,双流国际机场,首都国际机场,13:00,15:20,319,3167,0,120,114,成都,北京
中国南方航空(集团)公司,CZ3215,新白云国际机场,咸阳机场,20:05,22:30,319,2217,0.3,150,140,广州,西安
中国国际航空公司,CA4541,江北国际机场,浦东国际机场,16:10,18:10,73G,1902,0.35,200,196,重庆,上海
中国国际航空公司,CA8201,天河机场,萧山国际机场,19:15,20:30,320,2317,0.2,270,263,武汉,杭州
中国南方航空(集团)公司,CZ6263,正定国际机场,咸阳机场,18:05,19:15,M90,3096,0.15,140,133,石家庄,西安
中国国际航空公司,CA1406,双流国际机场,首都国际机场,12:00,14:30,JET,2959,0.1,180,176,成都,北京
中国南方航空(集团)公司,CZ6952,萧山国际机场,地窝堡国际机场,16:50,23:20,757,3080,0.4,130,122,杭州,乌鲁木齐
中国国际航空公司,CA4322,新郑机场,双流国际机场,16:50,18:40,733,1936,0.3,120,117,郑州,成都
中国国际航空公司,CA1563,首都国际机场,萧山国际机场,15:00,17:00,738,2142,0.3,270,262,北京,杭州
中国南方航空(集团)公司,CZ6336,新郑机场,巫家坝国际机场,17:40,20:10,733,2360,0.18,210,207,郑州,昆明
海航集团祥鹏航空公司,8L7088,巫家坝国际机场,美兰机场,10:40,12:20,733,3558,0.2,170,161,昆明,海口
四川航空股份有限公司,3U8841,双流国际机场,地窝堡国际机场,8:50,12:30,319,1677,0,190,181,成都,乌鲁木齐
中国国际航空公司,CA4338,宝安国际机场,双流国际机场,11:10,13:20,JET,2620,0.09,260,251,深圳,成都
中国南方航空(集团)公司,CZ6723,黄花机场,骆岗机场,19:05,20:10,320,2178,0.1,300,292,长沙,合肥
中国国际航空公司,CA4953,新郑机场,白塔机场,9:40,10:50,CR2,2119,0.2,100,91,郑州,呼和浩特
海航集团祥鹏航空公司,8L9998,思茅机场,巫家坝国际机场,21:20,22:00,737,2853,0.3,100,90,思茅,昆明
四川航空股份有限公司,3U8667,双流国际机场,巫家坝国际机场,11:40,12:55,319,1250,0.1,100,95,成都,昆明
中国南方航空(集团)公司,CZ3805,新白云国际机场,高崎国际机场,20:05,21:05,319,2348,0.4,230,220,广州,厦门
中国国际航空公司,CA1763,黄花机场,吴圩机场,10:30,11:45,319,2085,0.28,170,165,长沙,南宁
上海航空公司,FM5544,流亭机场,虹桥国际机场,20:45,22:05,320,1596,0.1,250,246,青岛,上海
中国国际航空公司,CA4564,虹桥国际机场,龙洞堡机场,19:50,22:35,733,1852,0.4,140,132,上海,贵阳
中国南方航空(集团)公司,CZ8126,高崎国际机场,江北国际机场,18:55,22:05,320,2598,0.3,160,155,厦门,重庆
中国国际航空公司,CA3134,周水子机场,浦东国际机场,10:55,12:40,738,2000,0,260,250,大连,上海
中国南方航空(集团)公司,CZ6466,包头机场,长春龙嘉国际机场,20:40,22:40,319,2505,0.4,160,150,包头,长春
上海航空公司,FM2915,南苑机场,榆阳机场,7:45,9:10,738,2402,0.2,230,222,北京,榆林
中国国际航空公司,CA1156,首都国际机场,遥墙机场,13:05,13:55,733,2276,0.3,270,266,北京,济南
中国南方航空(集团)公司,CZ3375,黄花机场,新白云国际机场,8:00,9:15,320,1796,0.4,150,143,长沙,广州
中国南方航空(集团)公司,CZ3882,义乌机场,外砂机场,17:00,18:20,733,1411,0.4,200,197,义乌,汕头
中国南方航空(集团)公司,CZ3955,宝安国际机场,美兰机场,21:20,22:25,320,1466,0.3,250,245,深圳,海口
中国南方航空(集团)公司,CZ6554,浦东国际机场,长春龙嘉国际机场,19:55,22:15,319,2428,0.2,160,155,上海,长春
中国国际航空公司,CA4990,桃仙机场,高崎国际机场,16:10,20:40,738,2499,0,180,170,沈阳,厦门
中国国际航空公司,CA1510,萧山国际机场,首都国际机场,11:00,13:00,JET,2597,0.17,170,160,杭州,北京
中国南方航空(集团)公司,CZ3463,新白云国际机场,贡嘎机场,8:00,13:15,319,3277,0.1,140,131,广州,拉萨
中国国际航空公司,CA1388,新白云国际机场,滨海国际机场,19:10,22:05,JET,3844,0.4,270,266,广州,天津
中国南方航空(集团)公司,CZ6756,浪头机场,宝安国际机场,16:00,21:10,320,3654,0.2,150,144,丹东,深圳
中国南方航空(集团)公司,CZ6247,太平机场,巫家坝国际机场,9:20,15:55,319,1362,0.4,220,217,哈尔滨,昆明
中国国际航空公司,CA1723,萧山国际机场,新白云国际机场,19:05,20:55,319,1850,0.3,100,96,杭州,广州
中国南方航空(集团)公司,CZ3325,新白云国际机场,湛江机场,17:45,18:50,73G,3091,0.1,200,193,广州,湛江
中国南方航空(集团)公司,CZ3227,宝安国际机场,黄金机场,8:10,9:10,319,3019,0.1,190,184,深圳,赣州
上海航空公司,FM5158,白塔机场,虹桥国际机场,14:30,16:45,737,1764,0.49,120,113,呼和浩特,上海
中国南方航空(集团)公司,CZ3678,长春龙嘉国际机场,宝安国际机场,13:10,17:30,319,2602,0.1,160,153,长春,深圳
中国南方航空(集团)公司,CZ3676,太平机场,骆岗机场,16:50,19:20,319,2010,0.2,290,283,哈尔滨,合肥
中国南方航空(集团)公司,CZ3560,禄口国际机场,宝安国际机场,11:55,14:05,320,2701,0.4,210,206,南京,深圳
四川航空股份有限公司,3U8803,双流国际机场,咸阳机场,14:30,15:45,319,2785,0.4,160,151,成都,西安
中国国际航空公司,CA1839,首都国际机场,栎社机场,10:35,12:40,738,1901,0.4,220,211,北京,宁波
中国南方航空(集团)公司,CZ6962,流亭机场,新郑机场,16:30,17:45,73G,1978,0.4,290,281,青岛,郑州
